"","date","TMIN.Albacete","TMIN.Amsterdam","TMIN.Beijng","TMIN.HongKong","TMIN.London","TMIN.LosAngeles","TMIN.Madrid","TMIN.Oviedo","TMIN.Paris","TMIN.Seoul","TMIN.Singapore","TMIN.Tokyo","TMIN.Dubai","TMIN.NewYork","TMIN.Frankfurt","TMIN.Chicago","TMAX.Albacete","TMAX.Amsterdam","TMAX.Beijng","TMAX.HongKong","TMAX.London","TMAX.LosAngeles","TMAX.Madrid","TMAX.Oviedo","TMAX.Paris","TMAX.Seoul","TMAX.Singapore","TMAX.Tokyo","TMAX.Dubai","TMAX.NewYork","TMAX.Frankfurt","TMAX.Chicago","PRCP.Albacete","PRCP.Amsterdam","PRCP.Beijng","PRCP.HongKong","PRCP.London","PRCP.LosAngeles","PRCP.Madrid","PRCP.Oviedo","PRCP.Paris","PRCP.Seoul","PRCP.Singapore","PRCP.Tokyo","PRCP.Dubai","PRCP.NewYork","PRCP.Frankfurt","PRCP.Chicago"
"107",1989-04-17,1,2,9,20,6,15,3,5,6,8,NA,13,NA,NA,NA,NA,15,11,24,22,12,23,15,13,14,14,NA,21,NA,NA,NA,NA,0,2,0,NA,8,0,0,50,1,60,NA,0,NA,NA,NA,NA
"108",1989-04-18,-1,1,13,21,2,13,4,4,8,9,NA,8,NA,NA,NA,NA,18,8,26,24,9,25,18,14,12,18,31,26,NA,NA,NA,NA,0,14,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
"109",1989-04-19,1,4,13,22,2,15,7,6,4,13,NA,10,NA,NA,NA,NA,19,9,22,27,9,26,18,16,12,22,NA,25,NA,NA,NA,NA,0,6,0,0,0,0,17,2,0,0,NA,0,NA,NA,NA,NA
"110",1989-04-20,7,1,16,22,5,14,8,8,4,12,NA,10,NA,NA,NA,NA,16,10,19,28,10,26,16,15,12,24,34,26,NA,NA,NA,NA,43,0,197,0,14,0,0,0,4,0,NA,0,NA,NA,NA,NA
"111",1989-04-21,4,1,14,23,3,15,8,6,4,14,NA,10,NA,NA,NA,NA,19,11,24,29,12,24,20,15,9,27,34,21,NA,NA,NA,NA,0,0,154,0,4,0,0,0,38,0,0,0,NA,NA,NA,NA
"112",1989-04-22,6,5,12,NA,3,12,9,5,5,11,NA,8,NA,NA,NA,NA,21,10,20,26,11,23,22,15,10,16,34,22,NA,NA,NA,NA,150,0,0,NA,1,0,28,61,146,30,NA,0,NA,NA,NA,NA
"113",1989-04-23,9,3,9,NA,6,11,10,10,4,11,25,12,NA,NA,NA,NA,18,7,22,25,9,22,19,16,15,21,33,19,NA,NA,NA,NA,60,52,0,0,5,0,0,6,0,0,51,410,NA,NA,NA,NA
"114",1989-04-24,8,4,10,18,2,10,10,7,7,11,NA,13,NA,NA,NA,NA,14,10,23,25,6,19,12,16,18,21,32,22,NA,NA,NA,NA,6,19,0,0,96,0,55,169,188,0,NA,190,NA,NA,NA,NA
"115",1989-04-25,8,4,12,NA,1,8,8,6,6,9,24,9,NA,NA,NA,NA,15,10,27,22,10,20,14,11,10,15,32,16,NA,NA,NA,NA,62,24,0,NA,42,0,166,135,118,0,NA,0,NA,NA,NA,NA
"116",1989-04-26,3,0,12,19,-1,8,4,4,4,9,NA,6,NA,NA,NA,NA,11,8,23,23,10,19,12,12,10,17,33,20,NA,NA,NA,NA,70,7,0,NA,50,0,0,2,2,20,NA,40,NA,NA,NA,NA
"117",1989-04-27,0,-1,11,21,4,9,2,6,1,10,24,8,NA,NA,NA,NA,14,11,20,24,11,22,15,14,9,19,33,23,NA,NA,NA,NA,0,0,0,0,55,0,0,124,97,0,NA,5,NA,NA,NA,NA
"118",1989-04-28,6,0,11,22,1,9,10,9,4,7,NA,7,NA,NA,NA,NA,19,11,19,26,9,25,18,14,13,19,32,13,NA,NA,NA,NA,0,0,0,0,0,0,0,2,0,0,NA,5,NA,NA,NA,NA
"119",1989-04-29,2,-1,10,22,7,11,5,9,4,9,24,6,NA,NA,NA,NA,20,13,22,27,11,26,21,14,15,20,NA,20,NA,NA,NA,NA,2,0,0,0,2,0,0,52,0,0,NA,0,NA,NA,NA,NA
"120",1989-04-30,2,0,11,23,4,12,7,6,4,10,NA,6,NA,NA,NA,NA,19,14,26,30,16,24,19,15,16,18,31,23,NA,NA,NA,NA,0,0,0,0,2,0,0,0,0,0,119,0,NA,NA,NA,NA
"121",1989-05-01,1,4,13,NA,9,13,7,9,6,10,22,12,NA,NA,NA,NA,19,17,27,26,17,24,21,18,20,20,NA,18,NA,NA,NA,NA,0,0,0,0,4,0,0,0,0,0,0,5,NA,NA,NA,NA
"122",1989-05-02,4,6,13,23,7,13,9,8,9,10,24,10,NA,NA,NA,NA,22,16,29,26,21,26,23,18,21,21,NA,25,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
"123",1989-05-03,5,3,14,NA,7,13,11,7,11,12,NA,9,NA,NA,NA,NA,23,18,30,24,22,27,25,19,23,20,31,14,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,79,20,NA,NA,NA,NA
"124",1989-05-04,5,8,15,22,7,14,11,9,12,12,21,8,NA,NA,NA,NA,23,22,30,25,23,28,25,22,26,21,NA,23,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
"125",1989-05-05,5,8,16,21,8,16,13,12,13,13,NA,13,NA,NA,NA,NA,23,22,27,27,20,27,25,18,26,27,NA,25,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
"126",1989-05-06,6,5,14,21,6,16,13,10,13,15,NA,12,NA,NA,NA,NA,26,13,28,28,18,26,28,22,19,26,NA,18,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,5,NA,NA,NA,NA
"127",1989-05-07,5,4,18,22,4,14,14,9,6,12,NA,10,NA,NA,NA,NA,28,13,23,28,20,27,29,20,17,20,NA,12,NA,NA,NA,NA,0,0,34,0,0,0,0,0,0,0,NA,175,NA,NA,NA,NA
"128",1989-05-08,10,3,14,23,6,14,16,9,8,12,NA,12,NA,NA,NA,NA,25,17,24,27,16,27,27,18,21,15,33,22,NA,NA,NA,NA,0,0,0,0,0,0,13,0,0,70,NA,0,NA,NA,NA,NA
"129",1989-05-09,9,7,13,25,8,16,14,14,10,12,NA,14,NA,NA,NA,NA,27,19,21,31,16,26,24,20,26,19,32,24,NA,NA,NA,NA,0,0,0,0,0,0,0,50,2,10,89,45,NA,NA,NA,NA
"130",1989-05-10,8,4,14,26,5,14,12,12,14,14,24,13,NA,NA,NA,NA,25,16,18,32,17,20,25,19,20,23,32,26,NA,NA,NA,NA,0,0,0,0,1,0,0,34,43,60,NA,0,NA,NA,NA,NA
"131",1989-05-11,10,6,13,27,7,10,13,12,13,13,25,11,NA,NA,NA,NA,27,15,17,32,15,21,25,19,18,22,31,18,NA,NA,NA,NA,0,2,8,0,4,2,0,50,46,190,0,445,NA,NA,NA,NA
"132",1989-05-12,9,7,12,27,6,12,15,12,9,14,NA,11,NA,NA,NA,NA,24,14,20,32,14,21,23,15,17,21,NA,14,NA,NA,NA,NA,0,43,0,0,5,0,0,19,23,0,0,185,NA,NA,NA,NA
"133",1989-05-13,10,9,11,NA,6,12,12,12,9,12,NA,14,NA,NA,NA,NA,21,14,21,31,16,21,20,17,15,16,32,17,NA,NA,NA,NA,10,30,0,0,0,0,22,0,2,90,NA,10,NA,NA,NA,NA
"134",1989-05-14,8,6,13,NA,8,13,10,8,7,9,24,13,NA,NA,NA,NA,24,16,26,24,19,19,24,18,17,15,32,23,NA,NA,NA,NA,0,0,0,NA,0,2,0,0,0,30,NA,0,NA,NA,NA,NA
"135",1989-05-15,10,6,12,20,6,14,12,8,9,11,NA,9,NA,NA,NA,NA,26,19,28,23,20,20,27,19,22,18,32,23,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"136",1989-05-16,9,7,14,22,8,11,14,10,10,13,24,9,NA,NA,NA,NA,27,21,28,26,20,23,28,18,23,19,NA,23,NA,NA,NA,NA,0,0,0,0,0,12,0,0,0,0,231,0,NA,NA,NA,NA
"137",1989-05-17,11,8,16,25,8,14,15,10,12,12,NA,14,NA,NA,NA,NA,28,20,28,29,22,21,28,19,24,23,NA,19,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,30,NA,NA,NA,NA
"138",1989-05-18,12,10,17,24,7,15,16,11,13,14,NA,14,NA,NA,NA,NA,27,23,26,29,23,23,29,20,26,26,NA,22,NA,NA,NA,NA,2,0,184,0,0,0,1,0,0,0,NA,5,NA,NA,NA,NA
"139",1989-05-19,11,11,16,24,9,12,16,12,15,14,NA,13,NA,NA,NA,NA,27,25,24,27,24,24,28,19,27,22,NA,21,NA,NA,NA,NA,0,0,30,NA,0,0,0,1,0,0,NA,80,NA,NA,NA,NA
"140",1989-05-20,10,13,13,23,10,12,16,13,15,14,NA,14,NA,NA,NA,NA,26,25,31,26,25,28,27,22,29,20,NA,18,NA,NA,NA,NA,0,0,0,NA,0,0,0,37,0,0,NA,20,NA,NA,NA,NA
"141",1989-05-21,15,15,13,23,11,12,16,15,16,13,NA,13,NA,NA,NA,NA,25,25,31,27,25,27,25,17,28,18,NA,24,NA,NA,NA,NA,67,0,0,0,0,0,0,4,0,0,NA,0,NA,NA,NA,NA
"142",1989-05-22,12,13,15,24,13,12,13,12,17,13,NA,12,NA,NA,NA,NA,20,24,33,NA,28,25,24,18,27,20,NA,26,NA,NA,NA,NA,126,0,0,0,0,0,113,34,0,0,NA,0,NA,NA,NA,NA
"143",1989-05-23,10,13,12,25,14,12,13,15,16,13,NA,15,NA,NA,NA,NA,19,25,28,29,28,25,18,19,28,20,NA,21,NA,NA,NA,NA,102,0,58,NA,0,0,85,73,0,0,NA,70,NA,NA,NA,NA
"144",1989-05-24,10,13,10,NA,12,13,11,14,17,13,NA,14,NA,NA,NA,NA,16,28,27,28,22,25,14,22,30,20,NA,27,NA,NA,NA,NA,366,0,0,NA,28,0,190,0,0,0,NA,0,NA,NA,NA,NA
"145",1989-05-25,9,13,12,21,11,12,11,16,17,14,23,15,NA,NA,NA,NA,22,27,34,26,18,25,22,23,29,19,29,23,NA,NA,NA,NA,3,0,0,0,0,0,218,0,0,0,211,85,NA,NA,NA,NA
"146",1989-05-26,13,10,16,NA,9,12,12,13,12,12,24,15,NA,NA,NA,NA,22,19,35,25,19,26,20,22,19,24,NA,20,NA,NA,NA,NA,0,0,0,0,0,0,15,0,0,0,5,410,NA,NA,NA,NA
"147",1989-05-27,13,8,20,23,5,14,13,14,11,15,NA,14,NA,NA,NA,NA,18,18,30,25,19,25,23,19,23,25,NA,25,NA,NA,NA,NA,8,0,0,0,0,0,99,0,0,0,0,0,NA,NA,NA,NA
"148",1989-05-28,12,7,20,24,4,14,13,16,13,14,NA,13,NA,NA,NA,NA,19,19,30,29,20,24,20,21,25,22,NA,25,NA,NA,NA,NA,0,0,0,0,0,0,123,0,0,0,NA,0,NA,NA,NA,NA
"149",1989-05-29,11,5,20,25,10,12,12,15,12,13,NA,15,NA,NA,NA,NA,19,18,29,31,14,24,20,20,25,24,NA,24,NA,NA,NA,NA,55,0,10,0,0,0,53,41,0,0,NA,70,NA,NA,NA,NA
"150",1989-05-30,12,7,18,NA,8,12,12,15,14,12,NA,13,NA,NA,NA,NA,20,14,31,28,15,24,18,18,23,20,32,24,NA,NA,NA,NA,131,6,0,NA,0,0,14,216,0,0,NA,0,NA,NA,NA,NA
"151",1989-05-31,12,5,20,23,2,12,12,13,7,14,NA,11,NA,NA,NA,NA,21,14,31,24,14,28,21,18,17,23,NA,27,NA,NA,NA,NA,2,0,7,NA,7,0,31,0,0,0,NA,0,NA,NA,NA,NA
"152",1989-06-01,12,7,17,23,5,14,12,11,8,16,25,14,NA,NA,NA,NA,21,13,32,25,14,25,20,18,18,23,32,30,NA,NA,NA,NA,0,8,0,NA,6,0,42,11,0,0,NA,0,NA,NA,NA,NA
"153",1989-06-02,10,5,17,24,3,14,12,11,8,15,NA,16,NA,NA,NA,NA,21,15,32,26,12,24,19,18,15,26,28,28,NA,NA,NA,NA,0,0,0,0,0,0,1,76,106,0,0,0,NA,NA,NA,NA
"154",1989-06-03,9,5,20,24,4,15,11,11,8,16,NA,17,NA,NA,NA,NA,23,16,32,26,15,22,20,17,17,26,33,29,NA,NA,NA,NA,0,74,0,0,0,0,0,3,26,0,109,0,NA,NA,NA,NA
"155",1989-06-04,8,8,22,25,4,15,10,12,9,17,NA,16,NA,NA,NA,NA,22,12,30,29,16,21,21,18,16,26,32,32,NA,NA,NA,NA,0,51,32,0,1,2,0,13,0,120,0,0,NA,NA,NA,NA
"156",1989-06-05,9,6,19,25,3,16,11,11,7,17,22,17,NA,NA,NA,NA,23,14,32,30,15,23,20,18,18,25,NA,29,NA,NA,NA,NA,10,159,7,NA,22,0,0,0,8,410,460,0,NA,NA,NA,NA
"157",1989-06-06,10,6,18,26,7,12,11,9,9,16,24,18,NA,NA,NA,NA,25,16,27,31,13,23,22,18,15,23,32,30,NA,NA,NA,NA,22,3,8,0,38,0,0,20,142,0,0,0,NA,NA,NA,NA
"158",1989-06-07,11,9,18,26,9,14,13,12,8,18,NA,19,NA,NA,NA,NA,24,12,21,31,15,21,24,18,15,29,32,31,NA,NA,NA,NA,0,113,16,0,2,0,2,2,22,0,NA,0,NA,NA,NA,NA
"159",1989-06-08,12,7,16,26,6,15,13,11,8,15,NA,15,NA,NA,NA,NA,25,16,27,31,17,22,24,17,18,24,32,29,NA,NA,NA,NA,0,33,231,0,13,0,0,0,0,370,NA,0,NA,NA,NA,NA
"160",1989-06-09,14,8,18,27,9,16,13,10,9,14,NA,12,NA,NA,NA,NA,25,16,24,32,20,22,24,20,22,17,31,15,NA,NA,NA,NA,0,0,0,0,1,0,0,48,2,60,NA,120,NA,NA,NA,NA
"161",1989-06-10,10,11,20,26,11,16,12,13,13,13,24,12,NA,NA,NA,NA,27,20,26,29,22,23,26,22,21,24,32,15,NA,NA,NA,NA,0,0,0,0,0,0,0,24,38,0,NA,45,NA,NA,NA,NA
"162",1989-06-11,12,11,18,25,8,16,17,13,12,15,26,12,NA,NA,NA,NA,30,21,25,30,25,25,30,23,24,23,33,17,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,10,NA,NA,NA,NA
"163",1989-06-12,15,14,20,27,13,13,18,15,18,16,NA,12,NA,NA,NA,NA,32,24,27,31,27,26,32,21,27,23,33,24,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
"164",1989-06-13,15,13,18,26,14,15,20,16,15,18,NA,12,NA,NA,NA,NA,33,25,22,31,25,27,33,20,27,28,33,26,NA,NA,NA,NA,0,0,34,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
"165",1989-06-14,16,13,16,26,13,16,18,16,16,16,NA,14,NA,NA,NA,NA,29,27,31,32,25,30,30,20,28,22,NA,27,NA,NA,NA,NA,0,0,2,0,0,0,29,2,0,360,NA,0,NA,NA,NA,NA
"166",1989-06-15,17,14,20,NA,14,17,17,16,16,16,23,16,NA,NA,NA,NA,29,25,30,32,25,26,27,21,28,20,32,22,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,89,0,NA,NA,NA,NA
"167",1989-06-16,14,14,17,27,12,17,18,16,16,18,24,18,NA,NA,NA,NA,31,23,30,32,26,27,31,21,26,22,NA,20,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,345,NA,NA,NA,NA
"168",1989-06-17,15,13,18,27,12,16,20,15,16,16,25,16,NA,NA,NA,NA,31,23,31,32,26,29,32,24,26,23,NA,25,NA,NA,NA,NA,0,0,0,0,0,0,11,0,0,0,NA,375,NA,NA,NA,NA
"169",1989-06-18,16,11,20,28,11,16,17,13,16,17,25,15,NA,NA,NA,NA,27,22,30,33,27,31,29,25,27,24,NA,18,NA,NA,NA,NA,156,0,0,0,0,0,0,0,0,10,NA,10,NA,NA,NA,NA
"170",1989-06-19,15,13,19,NA,12,17,17,12,16,14,NA,14,NA,NA,NA,NA,26,28,31,33,28,33,29,23,29,23,NA,16,NA,NA,NA,NA,372,0,0,0,0,0,42,0,0,0,3,145,NA,NA,NA,NA
"171",1989-06-20,14,13,23,25,13,16,16,15,18,16,24,15,NA,NA,NA,NA,26,25,32,30,26,33,28,24,30,24,31,21,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,20,5,NA,NA,NA,NA
"172",1989-06-21,12,10,22,26,13,17,18,15,18,16,NA,16,NA,NA,NA,NA,29,21,33,28,20,32,31,24,29,25,32,24,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"173",1989-06-22,13,10,21,NA,11,18,20,17,13,17,NA,17,NA,NA,NA,NA,31,21,34,30,21,28,32,22,21,25,NA,24,NA,NA,NA,NA,0,66,0,0,0,0,0,0,0,0,0,10,NA,NA,NA,NA
"174",1989-06-23,15,11,22,24,10,17,21,18,14,17,NA,18,NA,NA,NA,NA,33,19,33,27,24,26,32,23,22,28,NA,21,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,30,190,NA,NA,NA,NA
"175",1989-06-24,16,8,23,24,12,17,18,18,14,21,22,18,NA,NA,NA,NA,35,21,33,29,25,24,34,23,27,28,31,22,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,290,210,NA,NA,NA,NA
"176",1989-06-25,16,8,22,25,10,17,19,17,15,19,NA,18,NA,NA,NA,NA,34,25,35,30,22,26,34,22,29,26,32,26,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,10,NA,NA,NA,NA
"177",1989-06-26,16,11,22,26,11,14,19,17,16,21,25,20,NA,NA,NA,NA,34,24,35,29,20,28,32,21,29,24,31,31,NA,NA,NA,NA,0,0,0,0,17,0,0,0,0,0,20,0,NA,NA,NA,NA
"178",1989-06-27,18,13,21,26,12,14,18,14,14,19,24,20,NA,NA,NA,NA,32,19,36,32,19,28,30,24,18,24,32,24,NA,NA,NA,NA,0,NA,0,0,72,0,0,2,94,10,10,90,NA,NA,NA,NA
"179",1989-06-28,14,12,21,27,8,15,17,14,11,19,NA,20,NA,NA,NA,NA,31,18,34,33,18,27,30,20,20,25,30,21,NA,NA,NA,NA,0,13,0,0,80,0,0,0,0,0,0,325,NA,NA,NA,NA
"180",1989-06-29,17,6,19,27,9,14,19,12,13,18,23,18,NA,NA,NA,NA,33,15,31,32,19,26,32,21,17,27,33,30,NA,NA,NA,NA,0,78,60,0,36,0,0,0,95,0,41,0,NA,NA,NA,NA
"181",1989-06-30,19,5,18,27,8,15,21,14,13,20,24,20,NA,NA,NA,NA,32,19,30,32,20,28,34,22,22,28,32,29,NA,NA,NA,NA,0,0,0,0,25,0,0,0,0,0,0,0,NA,NA,NA,NA
"182",1989-07-01,19,13,19,27,14,16,21,18,14,18,NA,17,NA,NA,NA,NA,34,18,32,33,20,28,34,22,21,28,32,24,NA,NA,NA,NA,0,103,0,0,9,0,0,0,24,0,0,0,NA,NA,NA,NA
"183",1989-07-02,19,13,20,NA,10,15,21,18,14,18,23,15,NA,NA,NA,NA,34,17,26,NA,21,29,34,22,21,27,32,19,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
"184",1989-07-03,16,11,21,27,10,15,20,15,14,19,NA,15,NA,NA,NA,NA,36,23,25,32,24,32,35,23,24,26,32,20,NA,NA,NA,NA,1,0,1,0,0,0,0,18,0,0,0,70,NA,NA,NA,NA
"185",1989-07-04,18,12,19,27,11,16,20,15,14,19,NA,18,NA,NA,NA,NA,32,24,24,32,26,36,30,22,22,27,31,24,NA,NA,NA,NA,0,0,3,0,0,0,0,7,88,0,5,30,NA,NA,NA,NA
"186",1989-07-05,18,16,21,27,13,18,20,16,15,20,23,17,NA,NA,NA,NA,28,27,23,34,29,34,30,23,27,28,30,25,NA,NA,NA,NA,0,0,125,0,0,0,6,24,0,0,160,0,NA,NA,NA,NA
"187",1989-07-06,18,18,21,27,15,18,20,17,18,20,24,18,NA,NA,NA,NA,32,30,26,35,25,33,29,22,31,29,30,26,NA,NA,NA,NA,0,0,1,0,127,0,0,78,68,0,231,0,NA,NA,NA,NA
"188",1989-07-07,15,17,21,27,17,18,17,15,19,20,24,17,NA,NA,NA,NA,32,27,26,35,22,30,29,23,26,29,31,30,NA,NA,NA,NA,0,0,18,0,122,0,0,0,6,0,10,0,NA,NA,NA,NA
"189",1989-07-08,16,16,22,27,16,19,19,17,17,20,25,20,NA,NA,NA,NA,34,23,32,35,17,29,32,21,22,24,31,30,NA,NA,NA,NA,0,77,3,0,38,0,0,0,46,210,0,0,NA,NA,NA,NA
"190",1989-07-09,19,15,21,27,13,18,20,16,16,19,NA,22,NA,NA,NA,NA,32,19,36,32,21,29,31,20,25,28,29,25,NA,NA,NA,NA,0,40,0,0,8,0,0,0,24,20,0,65,NA,NA,NA,NA
"191",1989-07-10,17,12,23,27,13,18,18,17,16,20,23,22,NA,NA,NA,NA,31,18,32,NA,24,27,32,21,20,26,29,28,NA,NA,NA,NA,0,0,0,NA,2,0,0,0,46,0,330,25,NA,NA,NA,NA
"192",1989-07-11,17,11,18,26,15,18,20,17,15,18,NA,20,NA,NA,NA,NA,30,21,35,33,23,28,32,23,25,23,NA,32,NA,NA,NA,NA,0,0,0,0,0,0,4,0,0,340,0,0,NA,NA,NA,NA
"193",1989-07-12,17,11,24,NA,13,17,18,16,15,20,26,21,NA,NA,NA,NA,29,20,35,33,23,28,30,24,27,27,32,32,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"194",1989-07-13,15,10,22,26,12,16,19,15,14,20,NA,19,NA,NA,NA,NA,33,19,33,33,23,29,33,23,26,27,32,22,NA,NA,NA,NA,0,0,13,0,0,0,0,0,0,0,3,435,NA,NA,NA,NA
"195",1989-07-14,17,9,20,27,11,16,21,17,14,20,24,20,NA,NA,NA,NA,35,18,28,34,24,30,35,22,23,29,31,29,NA,NA,NA,NA,0,0,63,0,0,0,0,0,0,0,119,5,NA,NA,NA,NA
"196",1989-07-15,14,10,23,27,11,17,20,16,12,21,NA,20,NA,NA,NA,NA,34,21,30,36,26,30,34,24,25,24,32,28,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,130,201,5,NA,NA,NA,NA
"197",1989-07-16,18,10,24,27,14,18,21,14,15,20,22,19,NA,NA,NA,NA,35,19,33,35,26,30,36,25,29,25,31,22,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,40,130,960,NA,NA,NA,NA
"198",1989-07-17,17,10,22,NA,13,18,22,14,14,23,23,19,NA,NA,NA,NA,36,19,27,34,22,29,36,24,27,28,32,23,NA,NA,NA,NA,0,0,347,NA,0,0,0,0,0,0,0,45,NA,NA,NA,NA
"199",1989-07-18,17,13,20,NA,14,18,23,18,16,24,NA,20,NA,NA,NA,NA,37,18,29,NA,26,29,36,25,27,30,30,26,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,330,0,NA,NA,NA,NA
"200",1989-07-19,19,10,24,25,11,17,23,16,12,25,23,21,NA,NA,NA,NA,37,19,33,29,27,32,37,30,25,30,NA,28,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
"201",1989-07-20,21,9,24,NA,14,20,21,17,14,23,26,21,NA,NA,NA,NA,38,24,31,31,30,32,36,22,29,27,NA,31,NA,NA,NA,NA,0,0,0,0,0,0,86,0,0,110,0,0,NA,NA,NA,NA
"202",1989-07-21,20,13,25,26,14,19,20,18,17,24,NA,23,NA,NA,NA,NA,34,26,29,32,32,32,34,23,33,30,32,32,NA,NA,NA,NA,0,0,105,0,0,0,29,128,27,20,0,0,NA,NA,NA,NA
"203",1989-07-22,20,17,25,27,18,20,20,17,19,24,26,23,NA,NA,NA,NA,36,31,27,31,32,31,32,23,32,31,33,33,NA,NA,NA,NA,0,0,246,0,5,0,0,235,4,0,NA,0,NA,NA,NA,NA
"204",1989-07-23,19,17,25,NA,19,19,18,16,22,25,NA,22,NA,NA,NA,NA,34,25,26,30,30,28,30,22,32,31,33,34,NA,NA,NA,NA,0,9,318,0,0,0,0,30,0,0,NA,0,NA,NA,NA,NA
"205",1989-07-24,16,14,24,26,18,18,20,17,20,25,27,23,NA,NA,NA,NA,33,25,35,32,29,29,31,23,30,31,32,33,NA,NA,NA,NA,0,0,4,0,0,0,0,5,24,20,0,0,NA,NA,NA,NA
"206",1989-07-25,19,14,21,27,15,17,19,16,18,23,27,23,NA,NA,NA,NA,33,21,30,32,24,29,31,24,29,27,33,34,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,490,0,0,NA,NA,NA,NA
"207",1989-07-26,19,13,22,27,15,18,20,17,19,20,27,23,NA,NA,NA,NA,35,24,29,33,26,31,33,23,27,29,32,30,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,290,NA,NA,NA,NA
"208",1989-07-27,18,11,17,28,12,17,21,18,16,20,NA,23,NA,NA,NA,NA,33,23,32,33,25,31,33,23,27,23,33,32,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,130,0,5,NA,NA,NA,NA
"209",1989-07-28,18,12,19,NA,12,17,22,18,15,19,25,23,NA,NA,NA,NA,34,24,32,31,25,30,35,24,27,25,32,30,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,190,NA,175,NA,NA,NA,NA
"210",1989-07-29,19,14,22,23,13,16,22,16,16,20,NA,23,NA,NA,NA,NA,34,24,31,25,22,29,34,24,28,25,33,28,NA,NA,NA,NA,24,0,0,NA,44,0,1,0,0,10,NA,235,NA,NA,NA,NA
"211",1989-07-30,18,14,22,23,14,16,19,18,16,23,NA,23,NA,NA,NA,NA,35,19,30,25,18,30,34,24,22,30,32,29,NA,NA,NA,NA,0,117,0,NA,68,0,0,0,8,40,NA,15,NA,NA,NA,NA
"212",1989-07-31,19,12,23,23,9,17,22,18,14,23,24,22,NA,NA,NA,NA,38,18,32,31,20,31,36,24,23,32,32,30,NA,NA,NA,NA,0,103,0,0,5,0,7,0,0,0,NA,75,NA,NA,NA,NA
"213",1989-08-01,18,10,23,26,9,18,23,17,13,22,NA,23,NA,NA,NA,NA,37,18,34,30,22,29,37,24,22,31,31,25,NA,NA,NA,NA,0,42,0,0,0,0,0,0,0,0,NA,475,NA,NA,NA,NA
"214",1989-08-02,18,10,24,25,9,16,22,15,11,19,22,23,NA,NA,NA,NA,37,18,33,33,24,30,36,24,24,30,30,31,NA,NA,NA,NA,0,13,0,0,0,0,24,0,0,10,51,160,NA,NA,NA,NA
"215",1989-08-03,18,12,24,27,12,16,20,18,12,21,22,24,NA,NA,NA,NA,30,21,33,33,25,30,28,24,23,32,NA,32,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"216",1989-08-04,15,10,22,27,10,15,18,16,15,23,NA,24,NA,NA,NA,NA,31,20,32,32,25,29,29,24,27,34,NA,32,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
"217",1989-08-05,19,8,23,27,10,16,18,17,15,26,NA,22,NA,NA,NA,NA,30,22,31,34,27,29,28,23,30,34,NA,31,NA,NA,NA,NA,4,0,23,0,0,0,0,0,10,0,NA,130,NA,NA,NA,NA
"218",1989-08-06,14,12,24,27,12,19,18,16,18,23,NA,22,NA,NA,NA,NA,32,26,33,34,26,31,30,21,27,32,NA,26,NA,NA,NA,NA,0,0,0,0,0,0,0,148,9,0,NA,715,NA,NA,NA,NA
